casward2001,ONS,greenspace_pc
22UNHQ,22UN,47.46073
22UNHR,22UN,65.00503
22UNHS,22UN,18.73159
22UNHT,22UN,90.16793
22UNHU,22UN,33.65788
22UNHW,22UN,94.32282
22UNHX,22UN,76.7992
22UQGJ,22UQ,95.12708
22UQGK,22UQ,95.12239
22UQGL,22UQ,86.90816
22UQGM,22UQ,92.86654
22UQGN,22UQ,93.78102
22UQGP,22UQ,90.86962
22UQGQ,22UQ,93.86083
22UQGR,22UQ,92.62589
22UQGS,22UQ,89.05119
22UQGT,22UQ,92.28065
22UQGU,22UQ,94.6493
22UQGW,22UQ,92.85597
22UQGX,22UQ,74.64497
22UQGY,22UQ,90.74127
22UQGZ,22UQ,68.51806
22UQHA,22UQ,91.81917
22UQHB,22UQ,74.43161
22UQHC,22UQ,94.31042
22UQHD,22UQ,94.35364
22UQHE,22UQ,90.30177
22UQHF,22UQ,94.00368
22UQHG,22UQ,92.63975
22UQHH,22UQ,95.12539
22UQHJ,22UQ,95.12352
22UQHK,22UQ,95.14693
22UQHL,22UQ,95.13827
22UQHM,22UQ,93.39159
23C01,23C0,24.12161
23C02,23C0,49.39531
23C03,23C0,67.14592
23C04,23C0,44.25296
23C05,23C0,74.57745
23C06,23C0,48.19983
23C07,23C0,59.5202
23C08,23C0,26.49459
23C09,23C0,40.4655
23C10,23C1,45.25488
23C11,23C1,27.06814
23C12,23C1,31.37377
23C13,23C1,30.14785
23C14,23C1,56.39006
23C15,23C1,87.1459
23C16,23C1,83.35627
23C17,23C1,91.97424
23C18,23C1,90.36331
23C19,23C1,45.01412
23C20,23C2,86.99293
23C21,23C2,69.80743
23C22,23C2,24.42269
23C23,23C2,56.72079
23C24,23C2,58.20177
23C25,23C2,18.14347
23C26,23C2,25.7426
23C27,23C2,75.67286
23C28,23C2,41.71597
23C29,23C2,30.20474
23C30,23C3,56.65566
23C31,23C3,23.15434
23C32,23C3,32.15551
23C33,23C3,85.27041
23C34,23C3,29.54552
23C35,23C3,59.10611
23C36,23C3,51.48606
23C37,23C3,22.65009
23C38,23C3,57.04087
23C39,23C3,74.99889
23C40,23C4,26.58576
23C41,23C4,26.90575
23C42,23C4,24.88467
23C43,23C4,25.29775
23C44,23C4,38.87435
23C45,23C4,89.81715
23C46,23C4,89.11787
23C47,23C4,26.77421
23C48,23C4,44.38758
23C49,23C4,50.77328
23C50,23C5,65.618
23C51,23C5,51.68542
23C52,23C5,90.58337
23C53,23C5,44.98138
23C54,23C5,47.60867
23C55,23C5,34.97061
23C56,23C5,79.51306
23C57,23C5,69.88889
23C58,23C5,47.92588
23C59,23C5,60.46567
23C60,23C6,86.62881
23C61,23C6,26.00182
23C62,23C6,23.23983
23C63,23C6,54.69289
23C64,23C6,89.99529
23C65,23C6,91.75237
23C66,23C6,92.33595
23C67,23C6,74.94511
23C68,23C6,76.91845
23C69,23C6,76.58548
23C70,23C7,87.47674
23UBFQ,23UB,15.52834
23UBFR,23UB,77.93272
23UBFS,23UB,36.57418
23UBFT,23UB,74.0237
23UBFU,23UB,51.75598
23UBFW,23UB,19.21182
23UBFX,23UB,44.08543
23UBFY,23UB,18.7103
23UBFZ,23UB,48.99815
23UBGA,23UB,36.69344
23UBGB,23UB,19.84824
23UBGC,23UB,37.27782
23UBGD,23UB,56.88133
23UBGE,23UB,18.56246
23UBGF,23UB,21.3111
23UBGG,23UB,19.74468
23UBGH,23UB,42.03923
23UBGJ,23UB,69.32833
23UBGK,23UB,26.0535
23UBGL,23UB,19.11
23UCGL,23UC,94.16702
23UCGM,23UC,94.67939
23UCGN,23UC,92.38082
23UCGP,23UC,93.17731
23UCGQ,23UC,89.25598
23UCGR,23UC,92.50578
23UCGS,23UC,94.88951
23UCGT,23UC,93.30397
23UCGU,23UC,54.9075
23UCGW,23UC,73.2956
23UCGX,23UC,84.66824
23UCGY,23UC,81.26737
23UCGZ,23UC,21.05442
23UCHA,23UC,94.94019
23UCHB,23UC,88.07477
23UCHC,23UC,94.01778
23UCHD,23UC,93.05877
23UCHE,23UC,94.97958
23UCHF,23UC,84.07943
23UCHG,23UC,79.09844
23UCHH,23UC,93.73625
23UCHJ,23UC,93.50645
23UCHK,23UC,94.05103
23UCHL,23UC,95.1535
23UCHM,23UC,43.84774
23UCHN,23UC,94.71054
23UCHP,23UC,94.05736
23UCHQ,23UC,86.14336
23UDGF,23UD,65.2065
23UDGG,23UD,71.53279
23UDGH,23UD,32.67212
23UDGJ,23UD,90.74798
23UDGK,23UD,80.06768
23UDGL,23UD,95.14151
23UDGM,23UD,93.29868
23UDGN,23UD,95.07545
23UDGP,23UD,29.08958
23UDGQ,23UD,84.71807
23UDGR,23UD,82.26837
23UDGS,23UD,55.96512
23UDGT,23UD,95.09998
23UDGU,23UD,76.55669
23UDGW,23UD,93.09792
23UDGX,23UD,85.8235
23UDGY,23UD,73.52273
23UDGZ,23UD,88.43554
23UDHA,23UD,88.12241
23UDHB,23UD,54.44866
23UDHC,23UD,93.40459
23UDHD,23UD,92.32316
23UDHE,23UD,93.58902
23UDHF,23UD,93.96564
23UDHG,23UD,95.11476
23UDHH,23UD,95.09124
23UDHJ,23UD,73.37052
23UEFR,23UE,20.61048
23UEFS,23UE,42.07303
23UEFT,23UE,14.25329
23UEFU,23UE,23.87634
23UEFW,23UE,19.27248
23UEFX,23UE,21.4111
23UEFY,23UE,24.24872
23UEFZ,23UE,34.56918
23UEGA,23UE,49.96423
23UEGB,23UE,17.35439
23UEGC,23UE,22.25937
23UEGD,23UE,54.82349
23UEGE,23UE,52.80827
23UEGF,23UE,36.47704
23UEGG,23UE,68.51285
23UFGJ,23UF,81.61377
23UFGK,23UF,74.55334
23UFGL,23UF,94.78273
23UFGM,23UF,32.20554
23UFGN,23UF,83.21873
23UFGP,23UF,79.93152
23UFGQ,23UF,35.69161
23UFGR,23UF,67.82871
23UFGS,23UF,95.07282
23UFGT,23UF,66.22771
23UFGU,23UF,94.62372
23UFGW,23UF,44.00142
23UFGX,23UF,91.72305
23UFGY,23UF,95.09316
23UFGZ,23UF,84.50005
23UFHA,23UF,88.80265
23UFHB,23UF,85.04062
23UFHC,23UF,93.37561
23UFHD,23UF,63.06272
23UFHE,23UF,85.79984
23UFHF,23UF,52.26915
23UFHG,23UF,56.09976
23UFHH,23UF,90.24415
23UFHJ,23UF,82.17254
23UFHK,23UF,65.2545
23UFHL,23UF,81.15037
23UFHM,23UF,93.18088
23UFHN,23UF,90.01688
23UFHP,23UF,69.1507
23UFHQ,23UF,92.45068
23UGGE,23UG,90.06847
23UGGF,23UG,93.07532
23UGGG,23UG,77.92992
23UGGH,23UG,75.93561
23UGGJ,23UG,53.1764
23UGGK,23UG,76.96582
23UGGL,23UG,87.60674
23UGGM,23UG,55.11452
23UGGN,23UG,74.18366
23UGGP,23UG,94.26929
23UGGQ,23UG,94.53142
23UGGR,23UG,82.6474
23UGGS,23UG,85.13202
23UGGT,23UG,94.74974
23UGGU,23UG,42.61517
23UGGW,23UG,93.67142
23UGGX,23UG,88.80226
23UGGY,23UG,48.5192
23UGGZ,23UG,79.81116
23UGHA,23UG,62.76976
23UGHB,23UG,87.93105
23UGHC,23UG,93.08488
24C01,24C0,83.81126
24C02,24C0,90.35452
24C03,24C0,18.17451
24C04,24C0,38.13002
24C05,24C0,21.02274
24C06,24C0,84.20294
24C07,24C0,94.32528
24C08,24C0,94.58231
24C09,24C0,91.82787
24C10,24C1,42.34114
24C11,24C1,94.69067
24C12,24C1,94.01303
24C13,24C1,93.69392
24C14,24C1,94.30883
24C15,24C1,91.98804
24C16,24C1,93.50002
24C17,24C1,93.76674
24C18,24C1,95.16308
24C19,24C1,95.07996
24C20,24C2,91.76131
24C21,24C2,94.29324
24UBHP,24UB,88.99104
24UBHQ,24UB,92.20249
24UBHR,24UB,27.8698
24UBHS,24UB,24.13162
24UBHT,24UB,22.69122
24UBHU,24UB,25.20402
24UBHW,24UB,94.57069
24UBHX,24UB,90.68377
24UBHY,24UB,40.65066
24UBHZ,24UB,88.88051
24UBJA,24UB,32.24022
24UBJB,24UB,25.17221
24UBJC,24UB,41.81426
24UBJD,24UB,93.39272
24UBJE,24UB,43.26099
24UBJF,24UB,93.1298
24UBJG,24UB,36.91535
24UBJH,24UB,92.04477
24UBJJ,24UB,93.9319
24UBJK,24UB,90.03427
24UBJL,24UB,36.07334
24UBJM,24UB,60.86464
24UBJN,24UB,60.98206
24UBJP,24UB,93.23982
24UBJQ,24UB,20.02199
24UBJR,24UB,46.06085
24UBJS,24UB,70.06578
24UBJT,24UB,94.80192
24UBJU,24UB,92.8359
24UBJW,24UB,42.05799
24UCGJ,24UC,59.95604
24UCGK,24UC,67.2804
24UCGL,24UC,18.78056
24UCGM,24UC,20.30936
24UCGN,24UC,73.0966
24UCGP,24UC,57.27771
24UCGQ,24UC,94.36279
24UCGR,24UC,86.07259
24UCGS,24UC,91.50675
24UCGT,24UC,95.01201
24UCGU,24UC,94.86588
24UCGW,24UC,86.90864
24UCGX,24UC,94.57803
24UCGY,24UC,79.4912
24UCGZ,24UC,88.24029
24UCHA,24UC,92.02871
24UCHB,24UC,89.04132
24UCHC,24UC,19.60525
24UCHD,24UC,80.49849
24UCHE,24UC,24.18776
24UCHF,24UC,45.37768
24UCHG,24UC,40.41652
24UCHH,24UC,87.29838
24UCHJ,24UC,39.93434
24UCHK,24UC,58.12566
24UCHL,24UC,81.44923
24UCHM,24UC,52.07025
24UCHN,24UC,70.65818
24UCHP,24UC,30.09236
24UCHQ,24UC,93.66142
24UCHR,24UC,84.93883
24UCHS,24UC,93.60846
24UCHT,24UC,93.68208
24UCHU,24UC,19.1917
24UCHW,24UC,57.46784
24UCHX,24UC,74.69582
24UCHY,24UC,76.36293
24UCHZ,24UC,90.46786
24UDFT,24UD,60.93568
24UDFU,24UD,68.74728
24UDFW,24UD,81.57782
24UDFX,24UD,75.56052
24UDFY,24UD,18.96504
24UDFZ,24UD,21.82266
24UDGA,24UD,46.65756
24UDGB,24UD,53.47916
24UDGC,24UD,61.85878
24UDGD,24UD,80.21475
24UDGE,24UD,57.4481
24UDGF,24UD,57.85096
24UDGG,24UD,49.0097
24UDGH,24UD,34.18012
24UDGJ,24UD,31.9849
24UDGK,24UD,23.40793
24UDGL,24UD,38.46534
24UDGM,24UD,84.45808
24UDGN,24UD,47.90693
24UEFQ,24UE,75.31573
24UEFR,24UE,71.13979
24UEFS,24UE,41.4074
24UEFT,24UE,22.3685
24UEFU,24UE,32.4756
24UEFW,24UE,41.45947
24UEFX,24UE,19.18187
24UEFY,24UE,46.63773
24UEFZ,24UE,32.68408
24UEGA,24UE,51.65422
24UEGB,24UE,67.06405
24UEGC,24UE,61.95365
24UEGD,24UE,81.16128
24UEGE,24UE,41.04212
24UEGF,24UE,74.30716
24UFFL,24UF,36.46002
24UFFM,24UF,35.2716
24UFFN,24UF,40.75817
24UFFP,24UF,58.2387
24UFFQ,24UF,49.43767
24UFFR,24UF,40.84445
24UFFS,24UF,64.62027
24UFFT,24UF,13.77205
24UFFU,24UF,52.06304
24UFFW,24UF,41.21912
24UFFX,24UF,77.10567
24UFFY,24UF,44.1124
24UFFZ,24UF,18.3934
24UFGA,24UF,20.23429
24UFGB,24UF,43.29961
24UFGC,24UF,26.87423
24UFGD,24UF,30.58808
24UGFS,24UG,86.6338
24UGFT,24UG,62.19258
24UGFU,24UG,26.38468
24UGFW,24UG,88.43919
24UGFX,24UG,93.313
24UGFY,24UG,22.02591
24UGFZ,24UG,20.53942
24UGGA,24UG,77.36094
24UGGB,24UG,36.21701
24UGGC,24UG,43.24078
24UGGD,24UG,54.9729
24UGGE,24UG,88.94753
24UGGF,24UG,86.2092
24UGGG,24UG,90.94543
24UGGH,24UG,91.40805
24UGGJ,24UG,49.83701
24UGGK,24UG,41.90563
24UGGL,24UG,51.83176
24UHFQ,24UH,52.35749
24UHFR,24UH,54.93415
24UHFS,24UH,41.21412
24UHFT,24UH,37.52964
24UHFU,24UH,35.08926
24UHFW,24UH,59.40279
24UHFX,24UH,29.28798
24UHFY,24UH,63.88274
24UHFZ,24UH,49.77899
24UHGA,24UH,44.994
24UHGB,24UH,52.31003
24UHGC,24UH,30.09527
24UHGD,24UH,54.46646
24UHGE,24UH,31.09028
24UJGL,24UJ,80.9221
24UJGM,24UJ,21.17325
24UJGN,24UJ,90.7774
24UJGP,24UJ,66.54423
24UJGQ,24UJ,93.26616
24UJGR,24UJ,93.67233
24UJGS,24UJ,93.12167
24UJGT,24UJ,93.15402
24UJGU,24UJ,69.40711
24UJGW,24UJ,20.91186
24UJGX,24UJ,62.80442
24UJGY,24UJ,94.65488
24UJGZ,24UJ,72.35143
24UJHA,24UJ,36.3089
24UJHB,24UJ,84.21299
24UJHC,24UJ,93.15325
24UJHD,24UJ,46.15044
24UJHE,24UJ,51.8994
24UJHF,24UJ,82.14352
24UJHG,24UJ,24.91434
24UJHH,24UJ,59.30204
24UJHJ,24UJ,88.56013
24UJHK,24UJ,66.52335
24UJHL,24UJ,79.10336
24UJHM,24UJ,47.87084
24UJHN,24UJ,81.13406
24UJHP,24UJ,93.61454
24UJHQ,24UJ,43.72893
24UJHR,24UJ,84.29156
24UJHS,24UJ,18.88754
24UJHT,24UJ,55.24963
24UJHU,24UJ,52.75499
24UJHW,24UJ,64.63232
24UJHX,24UJ,29.26351
24ULFR,24UL,42.49142
24ULFS,24UL,30.00276
24ULFT,24UL,40.42793
24ULFU,24UL,24.16201
24ULFW,24UL,27.22491
24ULFX,24UL,32.75093
24ULFY,24UL,20.59037
24ULFZ,24UL,15.199
24ULGA,24UL,17.93411
24ULGB,24UL,20.60628
24ULGC,24UL,24.31756
24ULGD,24UL,52.8621
24ULGE,24UL,63.74296
24ULGF,24UL,18.10821
24UNGA,24UN,42.42347
24UNGB,24UN,89.11933
24UNGC,24UN,93.26084
24UNGD,24UN,95.10888
24UNGE,24UN,91.41699
24UNGF,24UN,89.52238
24UNGG,24UN,95.15284
24UNGH,24UN,92.96268
24UNGJ,24UN,79.49255
24UNGK,24UN,81.61334
24UNGL,24UN,20.96902
24UNGM,24UN,95.12884
24UNGN,24UN,95.14092
24UNGP,24UN,50.56596
24UNGQ,24UN,95.12141
24UNGR,24UN,39.83088
24UNGS,24UN,81.5556
24UNGT,24UN,90.88682
24UNGU,24UN,92.51575
24UNGW,24UN,84.82758
24UNGX,24UN,67.2401
24UNGY,24UN,22.99747
24UNGZ,24UN,45.1908
24UNHA,24UN,56.67739
24UPGK,24UP,89.29615
24UPGL,24UP,92.97065
24UPGM,24UP,94.659
24UPGN,24UP,87.49926
24UPGP,24UP,90.84985
24UPGQ,24UP,84.56985
24UPGR,24UP,95.13191
24UPGS,24UP,95.14447
24UPGT,24UP,85.57294
24UPGU,24UP,78.11363
24UPGW,24UP,46.14457
24UPGX,24UP,94.96448
24UPGY,24UP,33.51342
24UPGZ,24UP,49.91762
24UPHA,24UP,67.5567
24UPHB,24UP,28.89549
24UPHC,24UP,53.56826
24UPHD,24UP,40.4265
24UPHE,24UP,84.00442
24UPHF,24UP,94.50405
24UPHG,24UP,92.75177
24UPHH,24UP,91.49574
24UPHJ,24UP,94.86217
24UPHK,24UP,75.84345
24UPHL,24UP,88.45912
24UPHM,24UP,93.61456
25C01,25C0,94.68736
25C02,25C0,91.52227
25C03,25C0,95.07406
25C04,25C0,94.52905
25C05,25C0,93.89622
25C06,25C0,89.46804
25C07,25C0,37.32605
25C08,25C0,93.70845
25C09,25C0,94.3404
25C10,25C1,94.61929
25C11,25C1,94.20135
25C12,25C1,56.26928
25C13,25C1,62.32539
25C14,25C1,94.50895
25C15,25C1,91.91107
25C16,25C1,26.93612
25C17,25C1,93.24714
25C18,25C1,93.43191
25C19,25C1,94.70292
25C20,25C2,90.04308
25C21,25C2,89.58347
25C22,25C2,37.119
25C23,25C2,29.36633
25C24,25C2,42.10398
25C25,25C2,48.35335
25C26,25C2,33.96391
25C27,25C2,27.63426
25C28,25C2,23.51994
25C29,25C2,47.76405
25C30,25C3,46.90507
25C31,25C3,29.83431
25C32,25C3,44.42662
25C33,25C3,28.63262
25C34,25C3,92.11929
25C35,25C3,94.36407
25C36,25C3,94.17841
25C37,25C3,94.69582
25C38,25C3,94.62704
25C39,25C3,91.79846
25C40,25C4,74.69004
25C41,25C4,94.4069
26C01,26C0,54.8166
26C02,26C0,20.84468
26C03,26C0,55.94107
26C04,26C0,84.24399
26C05,26C0,23.34063
26C06,26C0,23.10819
26C07,26C0,31.86924
26C08,26C0,20.76902
26C09,26C0,70.26408
26C10,26C1,18.74157
26C11,26C1,18.43027
26C12,26C1,18.34171
26C13,26C1,20.06308
26C14,26C1,21.03819
26C15,26C1,77.15846
26C16,26C1,18.28416
26C17,26C1,37.278
26C18,26C1,37.30925
26C19,26C1,53.59654
26C20,26C2,38.15709
26C21,26C2,38.88142
26C22,26C2,24.76433
26C23,26C2,19.42646
26C24,26C2,55.17857
26C25,26C2,84.69168
26C26,26C2,42.72449
26C27,26C2,34.15736
26C28,26C2,19.30478
26C29,26C2,17.25618
26C30,26C3,42.80841
26C31,26C3,92.40915
26C32,26C3,78.39644
26C33,26C3,91.83103
26C34,26C3,85.19176
26C35,26C3,88.28596
26C36,26C3,81.85931
26C37,26C3,48.25569
26C38,26C3,37.07704
26C39,26C3,77.98986
26C40,26C4,74.86495
26UBFQ,26UB,60.89952
26UBFR,26UB,75.76178
26UBFS,26UB,26.27159
26UBFT,26UB,32.94872
26UBFU,26UB,79.64758
26UBFW,26UB,82.25417
26UBFX,26UB,41.03245
26UBFY,26UB,79.89546
26UBFZ,26UB,25.8493
26UBGA,26UB,42.07947
26UBGB,26UB,45.30088
26UBGC,26UB,54.32213
26UBGD,26UB,65.66983
26UCGF,26UC,52.16964
26UCGG,26UC,34.21231
26UCGH,26UC,91.85447
26UCGJ,26UC,53.97667
26UCGK,26UC,87.19772
26UCGL,26UC,29.73234
26UCGM,26UC,63.88163
26UCGN,26UC,77.57021
26UCGP,26UC,41.25943
26UCGQ,26UC,86.28735
26UCGR,26UC,30.82482
26UCGS,26UC,68.32032
26UCGT,26UC,41.0031
26UCGU,26UC,63.19173
26UCGW,26UC,43.53118
26UCGX,26UC,56.0089
26UCGY,26UC,22.08766
26UCGZ,26UC,75.56541
26UCHA,26UC,36.16368
26UCHB,26UC,66.59385
26UCHC,26UC,90.38389
26UCHD,26UC,66.17515
26UCHE,26UC,90.71351
26UCHF,26UC,89.64153
26UCHG,26UC,61.49395
26UCHH,26UC,93.81937
26UCHJ,26UC,28.47587
26UDGH,26UD,35.99084
26UDGJ,26UD,20.11099
26UDGK,26UD,68.51958
26UDGL,26UD,77.07035
26UDGM,26UD,61.90804
26UDGN,26UD,93.72001
26UDGP,26UD,90.46525
26UDGQ,26UD,90.24643
26UDGR,26UD,79.87664
26UDGS,26UD,72.13726
26UDGT,26UD,70.68941
26UDGU,26UD,92.66242
26UDGW,26UD,52.44141
26UDGX,26UD,94.27137
26UDGY,26UD,94.52301
26UDGZ,26UD,70.21648
26UDHA,26UD,93.83128
26UDHB,26UD,95.11762
26UDHC,26UD,94.67949
26UDHD,26UD,93.83809
26UDHE,26UD,82.42109
26UDHF,26UD,79.74657
26UDHG,26UD,80.25579
26UDHH,26UD,93.02032
26UDHJ,26UD,94.52322
26UDHK,26UD,63.09674
26UDHL,26UD,43.72698
26UDHM,26UD,37.38012
26UDHN,26UD,24.51942
26UDHP,26UD,91.22274
26UEFX,26UE,71.44057
26UEFY,26UE,79.6646
26UEFZ,26UE,32.88571
26UEGA,26UE,36.93536
26UEGB,26UE,31.1505
26UEGC,26UE,53.15089
26UEGD,26UE,60.00454
26UEGE,26UE,72.94404
26UEGF,26UE,57.49733
26UEGG,26UE,58.29945
26UEGH,26UE,62.07931
26UEGJ,26UE,73.80701
26UEGK,26UE,61.88872
26UEGL,26UE,63.42103
26UEGM,26UE,91.37235
26UFGC,26UF,94.21279
26UFGD,26UF,42.39845
26UFGE,26UF,47.11975
26UFGF,26UF,90.45341
26UFGG,26UF,88.03943
26UFGH,26UF,92.94707
26UFGJ,26UF,90.7902
26UFGK,26UF,59.39354
26UFGL,26UF,20.70455
26UFGM,26UF,52.4283
26UFGN,26UF,72.76017
26UFGP,26UF,61.74155
26UFGQ,26UF,95.04369
26UFGR,26UF,95.09514
26UFGS,26UF,92.40879
26UFGT,26UF,88.51424
26UFGU,26UF,46.03851
26UFGW,26UF,70.89098
26UFGX,26UF,77.47926
26UFGY,26UF,48.55781
26UFGZ,26UF,48.61783
26UFHA,26UF,94.33241
26UFHB,26UF,70.62988
26UFHC,26UF,71.25588
26UFHD,26UF,33.44108
26UFHE,26UF,94.60791
26UGFX,26UG,22.61934
26UGFY,26UG,37.99195
26UGFZ,26UG,19.63724
26UGGA,26UG,88.4435
26UGGB,26UG,44.47221
26UGGC,26UG,45.9701
26UGGD,26UG,57.22114
26UGGE,26UG,46.63636
26UGGF,26UG,42.47957
26UGGG,26UG,66.84727
26UGGH,26UG,43.4499
26UGGJ,26UG,43.47005
26UGGK,26UG,79.38476
26UGGL,26UG,91.8028
26UGGM,26UG,17.9281
26UGGN,26UG,80.09367
26UGGP,26UG,89.73957
26UGGQ,26UG,40.19411
26UGGR,26UG,50.71161
26UGGS,26UG,88.48595
26UHFQ,26UH,22.43398
26UHFR,26UH,45.38894
26UHFS,26UH,36.17862
26UHFT,26UH,46.16545
26UHFU,26UH,28.84653
26UHFW,26UH,16.56084
26UHFX,26UH,31.029
26UHFY,26UH,38.23901
26UHFZ,26UH,47.12354
26UHGA,26UH,20.2308
26UHGB,26UH,41.06431
26UHGC,26UH,61.91129
26UHGD,26UH,67.51102
26UJFX,26UJ,56.1521
26UJFY,26UJ,51.4174
26UJFZ,26UJ,87.66198
26UJGA,26UJ,57.34114
26UJGB,26UJ,57.40384
26UJGC,26UJ,59.11419
26UJGD,26UJ,48.21915
26UJGE,26UJ,57.10294
26UJGF,26UJ,60.77195
26UJGG,26UJ,58.86217
26UJGH,26UJ,76.08683
26UJGJ,26UJ,71.21878
26UJGK,26UJ,74.40093
26UJGL,26UJ,47.65807
26UJGM,26UJ,38.95133
26UJGN,26UJ,60.25273
26UJGP,26UJ,28.43723
26UJGQ,26UJ,72.94032
26UJGR,26UJ,26.36633
26UJGS,26UJ,91.65549
26UKFN,26UK,14.12758
26UKFP,26UK,32.38152
26UKFQ,26UK,32.05395
26UKFR,26UK,18.10705
26UKFS,26UK,29.22306
26UKFT,26UK,20.02495
26UKFU,26UK,25.48637
26UKFW,26UK,51.17278
26UKFX,26UK,32.28269
26UKFY,26UK,26.84389
26UKFZ,26UK,14.67504
26UKGA,26UK,34.66384
26ULGJ,26UL,85.71682
26ULGK,26UL,35.02139
26ULGL,26UL,45.6084
26ULGM,26UL,29.071
26ULGN,26UL,84.93678
26ULGP,26UL,80.24712
26ULGQ,26UL,32.61303
26ULGR,26UL,39.23187
26ULGS,26UL,36.93589
26ULGT,26UL,42.63619
26ULGU,26UL,87.82866
26ULGW,26UL,40.34819
26ULGX,26UL,20.37806
26ULGY,26UL,57.92918
26ULGZ,26UL,89.11794
26ULHA,26UL,72.82598
26ULHB,26UL,86.28404
27C01,27C0,76.81087
27C02,27C0,22.63609
27C03,27C0,19.83318
27C04,27C0,21.94317
27C05,27C0,20.04946
27C06,27C0,94.67161
27C07,27C0,60.45316
27C08,27C0,92.60873
27C09,27C0,94.67104
27C10,27C1,94.82774
27C11,27C1,94.68862
27C12,27C1,93.77572
27C13,27C1,95.17422
27C14,27C1,94.087
27C15,27C1,91.28571
27C16,27C1,95.10806
27C17,27C1,94.20486
27C18,27C1,93.70072
27C19,27C1,95.13343
27C20,27C2,95.15311
27C21,27C2,93.98461
27C22,27C2,94.06541
28C01,28C0,35.36225
28C02,28C0,27.75821
28C03,28C0,76.70269
28C04,28C0,42.46557
28C05,28C0,40.06812
28C06,28C0,55.83238
28C07,28C0,49.08842
28C08,28C0,19.48434
28C09,28C0,23.71483
28C10,28C1,19.35771
28C11,28C1,19.81292
28C12,28C1,31.58047
28C13,28C1,36.29573
28C14,28C1,20.66683
28C15,28C1,20.96554
28C16,28C1,28.63027
28C17,28C1,17.95574
28C18,28C1,28.09579
28C19,28C1,18.08041
28C20,28C2,44.26653
28C21,28C2,41.16666
28C22,28C2,89.47475
28C23,28C2,93.73177
28C24,28C2,94.12849
28C25,28C2,93.67746
28C26,28C2,93.69348
28C27,28C2,93.49011
28C28,28C2,94.92883
28C29,28C2,37.6951
28C30,28C3,93.52623
29C01,29C0,77.17007
29C02,29C0,82.3282
29C03,29C0,93.31168
29C04,29C0,92.23106
29C05,29C0,92.70004
29C06,29C0,94.46787
29C07,29C0,94.93183
29C08,29C0,92.66062
29C09,29C0,93.86856
29C10,29C1,89.04197
29C11,29C1,24.11029
29C12,29C1,94.29533
29C13,29C1,86.10902
29C14,29C1,84.84605
29C15,29C1,42.89303
29C16,29C1,15.97244
29C17,29C1,25.97857
29C18,29C1,20.46064
29C19,29C1,23.29522
29C20,29C2,26.55495
29C21,29C2,25.74231
29C22,29C2,24.42503
29C23,29C2,18.70425
29C24,29C2,46.35903
29C25,29C2,32.48092
29C26,29C2,42.18221
29C27,29C2,44.85793
29C28,29C2,87.68382
29C29,29C2,81.49107
29C30,29C3,92.79025
29C31,29C3,92.89671
29C32,29C3,94.27289
29C33,29C3,25.05096
29C34,29C3,74.11941
29C35,29C3,37.47852
29C36,29C3,81.63634
29C37,29C3,36.10348
29C38,29C3,61.67573
29C39,29C3,63.73145
29C40,29C4,53.43036
29C41,29C4,36.09194
29C42,29C4,23.37718
29C43,29C4,17.8469
29C44,29C4,31.96165
29C45,29C4,19.40009
29C46,29C4,89.72913
29C47,29C4,47.22374
29C48,29C4,22.89303
29C49,29C4,32.80289
29C50,29C5,92.02827
29C51,29C5,91.18721
29C52,29C5,34.39682
29C53,29C5,75.12839
29C54,29C5,51.84869
29C55,29C5,92.09669
29C56,29C5,14.90137
29C57,29C5,19.33727
29C58,29C5,17.28599
29C59,29C5,18.75688
29C60,29C6,32.84637
29C61,29C6,76.77293
29C62,29C6,76.49584
29C63,29C6,47.14698
29C64,29C6,27.53296
29C65,29C6,25.58257
29C66,29C6,33.98132
29C67,29C6,44.53094
29UBGZ,29UB,23.40196
29UBHA,29UB,19.16668
29UBHB,29UB,93.48907
29UBHC,29UB,60.6884
29UBHD,29UB,93.56631
29UBHE,29UB,50.71674
29UBHF,29UB,91.23555
29UBHG,29UB,93.9035
29UBHH,29UB,92.18246
29UBHJ,29UB,53.16701
29UBHK,29UB,91.62695
29UBHL,29UB,41.20628
29UBHM,29UB,94.3894
29UBHN,29UB,74.32041
29UBHP,29UB,61.62345
29UBHQ,29UB,62.67217
29UBHR,29UB,61.12347
29UBHS,29UB,69.09896
29UBHT,29UB,70.58841
29UBHU,29UB,92.73579
29UBHW,29UB,87.25337
29UBHX,29UB,93.95479
29UBHY,29UB,45.07586
29UBHZ,29UB,49.50157
29UBJA,29UB,19.02237
29UBJB,29UB,33.47026
29UBJC,29UB,38.65456
29UBJD,29UB,90.06292
29UBJE,29UB,36.77852
29UBJF,29UB,63.59375
29UBJG,29UB,92.96736
29UBJH,29UB,93.04221
29UBJJ,29UB,94.54464
29UBJK,29UB,93.40093
29UBJL,29UB,92.58407
29UCGC,29UC,93.63783
29UCGD,29UC,71.92612
29UCGE,29UC,90.73623
29UCGF,29UC,94.06725
29UCGG,29UC,75.89319
29UCGH,29UC,76.45903
29UCGJ,29UC,79.45965
29UCGK,29UC,90.66282
29UCGL,29UC,23.90713
29UCGM,29UC,81.47572
29UCGN,29UC,18.40234
29UCGP,29UC,90.53225
29UCGQ,29UC,93.22458
29UCGR,29UC,90.81157
29UCGS,29UC,36.80909
29UCGT,29UC,77.70393
