casward2001,ONS,greenspace_pc
18C28,18C2,89.52692
18C29,18C2,90.58443
18C30,18C3,93.45908
18C31,18C3,88.91927
18C32,18C3,94.43375
18C33,18C3,94.81625
18C34,18C3,92.95735
18C35,18C3,94.91402
18C36,18C3,95.07074
18C37,18C3,92.4016
18C38,18C3,94.72002
18C39,18C3,94.98909
18C40,18C4,94.96637
18C41,18C4,94.41658
18C42,18C4,94.21418
18C43,18C4,22.74753
18C44,18C4,20.21362
18C45,18C4,17.84464
18C46,18C4,46.96157
18C47,18C4,82.34685
18C48,18C4,92.9005
18C49,18C4,94.81929
18C50,18C5,91.54375
18C51,18C5,35.21532
18C52,18C5,53.21827
18C53,18C5,24.83127
18C54,18C5,15.34506
18C55,18C5,19.38814
18C56,18C5,22.10315
18C57,18C5,30.79287
18C58,18C5,93.76344
18C59,18C5,92.32661
18C60,18C6,86.57867
18C61,18C6,94.79694
18C62,18C6,78.698
18C63,18C6,73.84915
18C64,18C6,86.04101
18C65,18C6,91.7
18C66,18C6,94.28073
18C67,18C6,94.92346
18C68,18C6,94.72755
18C69,18C6,94.52783
18C70,18C7,94.19308
18C71,18C7,94.85812
18C72,18C7,84.23372
18C73,18C7,94.53679
18C74,18C7,94.80739
18C75,18C7,94.84337
18C76,18C7,94.8158
18C77,18C7,70.34956
18C78,18C7,47.68789
18C79,18C7,73.57275
18C80,18C8,94.56329
18UBGN,18UB,92.7188
18UBGP,18UB,90.80914
18UBGQ,18UB,93.80768
18UBGR,18UB,93.13107
18UBGS,18UB,78.59952
18UBGT,18UB,89.4956
18UBGU,18UB,93.83905
18UBGW,18UB,92.63374
18UBGX,18UB,95.10652
18UBGY,18UB,60.69531
18UBGZ,18UB,39.9017
18UBHA,18UB,68.58559
18UBHB,18UB,15.16936
18UBHC,18UB,61.19415
18UBHD,18UB,92.0046
18UBHE,18UB,76.02192
18UBHF,18UB,75.42554
18UBHG,18UB,95.10492
18UBHH,18UB,90.46835
18UBHJ,18UB,95.1573
18UBHK,18UB,90.80116
18UBHL,18UB,85.35189
18UBHM,18UB,93.51154
18UBHN,18UB,58.87147
18UBHP,18UB,93.72222
18UBHQ,18UB,74.07549
18UBHR,18UB,62.184
18UBHS,18UB,95.12222
18UBHT,18UB,92.94345
18UBHU,18UB,92.57936
18UBHW,18UB,75.28121
18UBHX,18UB,95.14227
18UCFU,18UC,57.17039
18UCFW,18UC,46.13588
18UCFX,18UC,70.11548
18UCFY,18UC,68.689
18UCFZ,18UC,15.87408
18UCGA,18UC,71.43538
18UCGB,18UC,16.2395
18UCGC,18UC,73.50906
18UCGD,18UC,54.7414
18UCGE,18UC,16.34505
18UCGF,18UC,47.63649
18UCGG,18UC,21.15352
18UCGH,18UC,16.09322
18UCGJ,18UC,19.83493
18UCGK,18UC,51.5293
18UCGL,18UC,16.51275
18UCGM,18UC,67.58308
18UCGN,18UC,41.08461
18UDGF,18UD,65.07198
18UDGG,18UD,92.23365
18UDGH,18UD,95.15319
18UDGJ,18UD,94.25999
18UDGK,18UD,88.57829
18UDGL,18UD,94.77215
18UDGM,18UD,82.12769
18UDGN,18UD,60.78565
18UDGP,18UD,92.77825
18UDGQ,18UD,25.24924
18UDGR,18UD,94.91194
18UDGS,18UD,34.04629
18UDGT,18UD,86.49699
18UDGU,18UD,86.66939
18UDGW,18UD,94.51097
18UDGX,18UD,94.81747
18UDGY,18UD,92.68832
18UDGZ,18UD,95.15897
18UDHA,18UD,95.13595
18UDHB,18UD,94.74797
18UDHC,18UD,94.22806
18UDHD,18UD,94.78309
18UDHE,18UD,92.02373
18UDHF,18UD,94.9112
18UEGH,18UE,76.37106
18UEGJ,18UE,95.16931
18UEGK,18UE,95.01958
18UEGL,18UE,92.08313
18UEGM,18UE,58.74097
18UEGN,18UE,18.85251
18UEGP,18UE,94.45923
18UEGQ,18UE,94.88116
18UEGR,18UE,93.99559
18UEGS,18UE,26.31298
18UEGT,18UE,78.56357
18UEGU,18UE,91.0152
18UEGW,18UE,71.24042
18UEGX,18UE,39.68842
18UEGY,18UE,80.01183
18UEGZ,18UE,88.35977
18UEHA,18UE,90.03793
18UEHB,18UE,93.7611
18UEHC,18UE,38.33579
18UEHD,18UE,93.96423
18UEHE,18UE,95.07813
18UEHF,18UE,42.99439
18UEHG,18UE,95.08909
18UEHH,18UE,52.4411
18UEHJ,18UE,89.89951
18UEHK,18UE,94.94828
18UEHL,18UE,80.15272
18UGGM,18UG,95.14505
18UGGN,18UG,95.12742
18UGGP,18UG,89.6867
18UGGQ,18UG,92.23156
18UGGR,18UG,93.18525
18UGGS,18UG,91.60391
18UGGT,18UG,90.8616
18UGGU,18UG,82.04684
18UGGW,18UG,92.79655
18UGGX,18UG,95.1393
18UGGY,18UG,93.49285
18UGGZ,18UG,26.65132
18UGHA,18UG,31.40178
18UGHB,18UG,39.86215
18UGHC,18UG,63.6464
18UGHD,18UG,74.4871
18UGHE,18UG,90.45053
18UGHF,18UG,89.88799
18UGHG,18UG,89.30647
18UGHH,18UG,91.15737
18UGHJ,18UG,93.21265
18UGHK,18UG,91.7383
18UGHL,18UG,90.96556
18UGHM,18UG,92.13605
18UGHN,18UG,40.64324
18UGHP,18UG,76.22388
18UGHQ,18UG,91.21185
18UGHR,18UG,93.14758
18UGHS,18UG,85.11811
18UGHT,18UG,90.33422
18UHGL,18UH,93.23651
18UHGM,18UH,90.42813
18UHGN,18UH,84.11069
18UHGP,18UH,90.8107
18UHGQ,18UH,80.98431
18UHGR,18UH,40.75454
18UHGS,18UH,28.78926
18UHGT,18UH,90.70302
18UHGU,18UH,61.1395
18UHGW,18UH,74.27943
18UHGX,18UH,84.50184
18UHGY,18UH,93.68748
18UHGZ,18UH,90.39779
18UHHA,18UH,89.57063
18UHHB,18UH,91.5246
18UHHC,18UH,85.2215
18UHHD,18UH,81.91805
18UHHE,18UH,76.79639
18UHHF,18UH,94.6357
18UHHG,18UH,79.00291
18UHHH,18UH,95.03491
18UHHJ,18UH,49.21904
18UHHK,18UH,57.82887
18UHHL,18UH,42.20297
18UHHM,18UH,94.03279
18UKGE,18UK,44.73304
18UKGF,18UK,92.06912
18UKGG,18UK,33.88631
18UKGH,18UK,74.22823
18UKGJ,18UK,93.88543
18UKGK,18UK,94.15515
18UKGL,18UK,95.14469
18UKGM,18UK,95.1642
18UKGN,18UK,95.15695
18UKGP,18UK,95.09515
18UKGQ,18UK,93.96043
18UKGR,18UK,95.13277
18UKGS,18UK,94.43085
18UKGT,18UK,45.83523
18UKGU,18UK,62.35246
18UKGW,18UK,95.15073
18UKGX,18UK,94.79552
18UKGY,18UK,95.15113
18UKGZ,18UK,87.22861
18UKHA,18UK,95.15181
18UKHB,18UK,95.16483
18UKHC,18UK,59.0652
18UKHD,18UK,94.72517
18ULFY,18UL,92.49924
18ULFZ,18UL,94.32902
18ULGA,18UL,91.09163
18ULGB,18UL,93.94727
18ULGC,18UL,93.70794
18ULGD,18UL,95.16496
18ULGE,18UL,95.16995
18ULGF,18UL,93.71336
18ULGG,18UL,94.49972
18ULGH,18UL,94.97375
18ULGJ,18UL,95.16478
18ULGK,18UL,95.16724
18ULGL,18UL,95.12099
18ULGM,18UL,50.0308
18ULGN,18UL,92.61549
18ULGP,18UL,95.15791
18ULGQ,18UL,83.25542
18ULGR,18UL,64.91457
18ULGS,18UL,54.47335
18ULGT,18UL,95.14442
18ULGU,18UL,93.88956
18ULGW,18UL,93.7069
19C01,19C0,92.646
19C02,19C0,79.87735
19C03,19C0,21.58554
19C04,19C0,35.56625
19C05,19C0,33.60648
19C06,19C0,24.57453
19C07,19C0,37.97172
19C08,19C0,46.10584
19C09,19C0,17.9461
19C10,19C1,49.20778
19C11,19C1,87.02529
19C12,19C1,43.9821
19C13,19C1,26.5967
19C14,19C1,49.47108
19C15,19C1,24.92012
19C16,19C1,32.3825
19C17,19C1,23.14981
19C18,19C1,58.20913
19C19,19C1,81.79385
19C20,19C2,87.72432
19UCFL,19UC,85.64619
19UCFM,19UC,30.43029
19UCFN,19UC,33.52347
19UCFP,19UC,33.0327
19UCFQ,19UC,22.18958
19UCFR,19UC,42.49629
19UCFS,19UC,26.09989
19UCFT,19UC,48.93659
19UCFU,19UC,86.75815
19UCFW,19UC,34.55875
19UCFX,19UC,34.00593
19UDGA,19UD,86.11826
19UDGB,19UD,37.92549
19UDGC,19UD,73.39568
19UDGD,19UD,81.57772
19UDGE,19UD,22.64172
19UDGF,19UD,89.54805
19UDGG,19UD,66.18764
19UDGH,19UD,94.97004
19UDGJ,19UD,36.01009
19UDGK,19UD,47.13364
19UDGL,19UD,94.55946
19UDGM,19UD,93.83118
19UDGN,19UD,82.89137
19UDGP,19UD,68.78846
19UDGQ,19UD,86.87641
19UDGR,19UD,58.32101
19UDGS,19UD,83.17371
19UDGT,19UD,94.14803
19UDGU,19UD,78.89008
19UDGW,19UD,66.28911
19UDGX,19UD,18.26326
19UDGY,19UD,72.91356
19UDGZ,19UD,66.45369
19UDHA,19UD,53.20787
19UEGE,19UE,94.23723
19UEGF,19UE,93.94174
19UEGG,19UE,18.43029
19UEGH,19UE,70.05048
19UEGJ,19UE,31.22421
19UEGK,19UE,62.55891
19UEGL,19UE,17.39375
19UEGM,19UE,95.1013
19UEGN,19UE,95.1386
19UEGP,19UE,95.13783
19UEGQ,19UE,59.31525
19UEGR,19UE,92.77245
19UEGS,19UE,71.68757
19UEGT,19UE,95.1487
19UEGU,19UE,95.02776
19UEGW,19UE,94.13583
19UEGX,19UE,94.84673
19UEGY,19UE,92.86779
19UEGZ,19UE,93.41119
19UEHA,19UE,22.95236
19UEHB,19UE,63.68517
19UEHC,19UE,63.60685
19UEHD,19UE,73.63876
19UEHE,19UE,93.21725
19UEHF,19UE,95.10883
19UEHG,19UE,95.05109
19UEHH,19UE,95.13036
19UEHJ,19UE,71.74236
19UGFN,19UG,93.69341
19UGFP,19UG,91.77586
19UGFQ,19UG,91.44556
19UGFR,19UG,95.083
19UGFS,19UG,90.82372
19UGFT,19UG,72.56551
19UGFU,19UG,84.27544
19UGFW,19UG,84.21321
19UGFX,19UG,77.26402
19UGFY,19UG,73.9483
19UGFZ,19UG,73.3383
19UGGA,19UG,92.09244
19UGGB,19UG,94.96379
19UGGC,19UG,84.9728
19UHGR,19UH,92.76402
19UHGS,19UH,93.61498
19UHGT,19UH,82.30421
19UHGU,19UH,43.89136
19UHGW,19UH,59.96092
19UHGX,19UH,92.9949
19UHGY,19UH,95.14668
19UHGZ,19UH,93.55706
19UHHA,19UH,94.1432
19UHHB,19UH,94.03819
19UHHC,19UH,91.59642
19UHHD,19UH,93.71594
19UHHE,19UH,83.50613
19UHHF,19UH,94.59045
19UHHG,19UH,46.13695
19UHHH,19UH,62.44472
19UHHJ,19UH,24.22105
19UHHK,19UH,47.70464
19UHHL,19UH,95.15208
19UHHM,19UH,93.37197
19UHHN,19UH,94.93615
19UHHP,19UH,69.26364
19UHHQ,19UH,94.45288
19UHHR,19UH,94.85652
19UHHS,19UH,94.98108
19UHHT,19UH,92.68225
19UHHU,19UH,95.15748
19UHHW,19UH,94.43873
19UHHX,19UH,94.02547
19UHHY,19UH,54.00669
19UHHZ,19UH,68.69067
19UHJA,19UH,94.88697
19UHJB,19UH,92.80412
19UJFQ,19UJ,63.19204
19UJFR,19UJ,19.04032
19UJFS,19UJ,72.34489
19UJFT,19UJ,22.55945
19UJFU,19UJ,67.26347
19UJFW,19UJ,76.5985
19UJFX,19UJ,46.69708
19UJFY,19UJ,81.09842
19UJFZ,19UJ,17.96392
19UJGA,19UJ,50.22108
19UJGB,19UJ,35.44353
19UJGC,19UJ,74.62465
19UJGD,19UJ,28.37681
19UJGE,19UJ,20.59459
19UJGF,19UJ,43.60152
20C01,20C0,93.0719
20C02,20C0,74.33371
20C03,20C0,78.67478
20C04,20C0,93.61462
20C05,20C0,91.16888
20C06,20C0,50.33828
20C07,20C0,91.75873
20C08,20C0,59.74382
20C09,20C0,24.1511
20C10,20C1,40.12788
20C11,20C1,83.97204
20C12,20C1,93.43539
20C13,20C1,86.06223
20C14,20C1,34.214
20C15,20C1,83.11308
20C16,20C1,90.99756
20C17,20C1,56.68043
20C18,20C1,93.1613
20UBFT,20UB,81.78816
20UBFU,20UB,20.78089
20UBFW,20UB,59.04113
20UBFX,20UB,37.21078
20UBFY,20UB,34.36953
20UBFZ,20UB,36.72408
20UBGA,20UB,89.07491
20UBGB,20UB,92.90724
20UBGC,20UB,90.85897
20UBGD,20UB,85.6207
20UBGE,20UB,67.6663
20UBGF,20UB,71.05132
20UBGG,20UB,74.93352
20UBGH,20UB,94.4203
20UBGJ,20UB,75.36615
20UBGK,20UB,83.80011
20UDGA,20UD,74.84171
20UDGB,20UD,24.0521
20UDGC,20UD,44.99837
20UDGD,20UD,93.11491
20UDGE,20UD,83.58618
20UDGF,20UD,94.61712
20UDGG,20UD,79.09895
20UDGH,20UD,36.54027
20UDGJ,20UD,42.28266
20UDGK,20UD,84.03091
20UDGL,20UD,94.61573
20UDGM,20UD,84.06606
20UDGN,20UD,71.89601
20UDGP,20UD,84.32202
20UDGQ,20UD,88.57366
20UDGR,20UD,90.53976
20UDGS,20UD,74.88615
20UDGT,20UD,93.5332
20UDGU,20UD,87.47379
20UDGW,20UD,82.23183
20UDGX,20UD,61.2347
20UDGY,20UD,88.51875
20UEGB,20UE,91.19068
20UEGC,20UE,39.87092
20UEGD,20UE,88.2935
20UEGE,20UE,74.05054
20UEGF,20UE,67.75223
20UEGG,20UE,90.62727
20UEGH,20UE,88.53224
20UEGJ,20UE,59.57695
20UEGK,20UE,87.73685
20UEGL,20UE,81.13332
20UEGM,20UE,84.24454
20UEGN,20UE,71.84388
20UEGP,20UE,90.06448
20UEGQ,20UE,20.47137
20UEGR,20UE,32.45298
20UEGS,20UE,66.09488
20UEGT,20UE,88.78677
20UEGU,20UE,35.61422
20UEGW,20UE,90.14616
20UEGX,20UE,91.45549
20UFGD,20UF,39.68675
20UFGE,20UF,77.01102
20UFGF,20UF,54.61535
20UFGG,20UF,42.47445
20UFGH,20UF,29.55702
20UFGJ,20UF,76.25426
20UFGK,20UF,88.76582
20UFGL,20UF,41.80165
20UFGM,20UF,87.43181
20UFGN,20UF,66.71204
20UFGP,20UF,55.55315
20UFGQ,20UF,39.76088
20UFGR,20UF,93.69547
20UFGS,20UF,83.21458
20UFGT,20UF,77.45614
20UFGU,20UF,53.19586
20UFGW,20UF,29.62028
20UFGX,20UF,81.65952
20UFGY,20UF,85.70576
20UFGZ,20UF,90.50523
20UGFZ,20UG,85.71219
20UGGA,20UG,43.52429
20UGGB,20UG,79.78522
20UGGC,20UG,88.94453
20UGGD,20UG,87.32294
20UGGE,20UG,89.69556
20UGGF,20UG,77.42751
20UGGG,20UG,51.47839
20UGGH,20UG,90.64011
20UGGJ,20UG,67.24298
20UGGK,20UG,94.58206
20UGGL,20UG,93.52216
20UGGM,20UG,78.7131
20UGGN,20UG,71.97194
20UGGP,20UG,82.32629
20UGGQ,20UG,66.19875
20UGGR,20UG,79.85445
20UGGS,20UG,50.44511
20UGGT,20UG,41.30595
20UHFW,20UH,45.89118
20UHFX,20UH,85.62142
20UHFY,20UH,58.2532
20UHFZ,20UH,95.18124
20UHGA,20UH,90.48771
20UHGB,20UH,94.1634
20UHGC,20UH,94.90549
20UHGD,20UH,93.24428
20UHGE,20UH,95.0421
20UHGF,20UH,94.12861
20UHGG,20UH,95.18376
20UHGH,20UH,95.18156
20UHGJ,20UH,95.15726
20UHGK,20UH,95.12402
20UHGL,20UH,94.3513
20UHGM,20UH,94.44666
20UHGN,20UH,93.53252
20UHGP,20UH,88.51556
20UHGQ,20UH,94.10533
20UJFY,20UJ,82.45091
20UJFZ,20UJ,35.48507
20UJGA,20UJ,90.25702
20UJGB,20UJ,91.32232
20UJGC,20UJ,52.15665
20UJGD,20UJ,84.50311
20UJGE,20UJ,86.93713
20UJGF,20UJ,24.77251
20UJGG,20UJ,90.53652
20UJGH,20UJ,94.21964
20UJGJ,20UJ,94.9125
20UJGK,20UJ,94.19653
20UJGL,20UJ,93.73457
20UJGM,20UJ,71.83942
20UJGN,20UJ,82.2896
20UJGP,20UJ,89.65952
20UJGQ,20UJ,85.81148
20UJGR,20UJ,94.439
20UJGS,20UJ,26.45716
21C01,21C0,46.51766
21C02,21C0,43.13201
21C03,21C0,52.77793
21C04,21C0,44.8716
21C05,21C0,30.88662
21C06,21C0,34.56606
21C07,21C0,77.03419
21C08,21C0,28.80785
21C09,21C0,90.17902
21C10,21C1,94.82813
21C11,21C1,86.44062
21C12,21C1,95.01139
21C13,21C1,53.16198
21C14,21C1,80.75114
21C15,21C1,93.44145
21C16,21C1,91.48093
21C17,21C1,93.54512
21C18,21C1,89.4149
21C19,21C1,33.2921
21C20,21C2,77.41119
21C21,21C2,94.10333
21C22,21C2,94.91183
21C23,21C2,41.18129
21C24,21C2,94.78099
21C25,21C2,94.97138
21C26,21C2,94.97722
21UCFL,21UC,24.20534
21UCFM,21UC,40.60206
21UCFN,21UC,28.88073
21UCFP,21UC,79.48454
21UCFQ,21UC,70.34616
21UCFR,21UC,56.57944
21UCFS,21UC,55.94203
21UCFT,21UC,42.8828
21UCFU,21UC,42.79108
21UDFS,21UD,63.4389
21UDFT,21UD,35.42812
21UDFU,21UD,26.13718
21UDFW,21UD,24.08254
21UDFX,21UD,14.44253
21UDFY,21UD,41.55491
21UDFZ,21UD,18.89774
21UDGA,21UD,40.71406
21UDGB,21UD,23.04225
21UDGC,21UD,48.01204
21UDGD,21UD,82.31847
21UDGE,21UD,34.80938
21UDGF,21UD,40.5936
21UDGG,21UD,17.13511
21UDGH,21UD,52.22915
21UDGJ,21UD,36.60989
21UFGG,21UF,95.10093
21UFGH,21UF,92.37027
21UFGJ,21UF,91.95277
21UFGK,21UF,70.12577
21UFGL,21UF,93.87679
21UFGM,21UF,71.15668
21UFGN,21UF,39.84356
21UFGP,21UF,71.29945
21UFGQ,21UF,67.77072
21UFGR,21UF,63.22824
21UFGS,21UF,87.97156
21UFGT,21UF,92.2788
21UFGU,21UF,54.19885
21UFGW,21UF,44.24328
21UFGX,21UF,23.5542
21UFGY,21UF,93.76488
21UFGZ,21UF,19.11659
21UFHA,21UF,77.29182
21UFHB,21UF,62.65944
21UFHC,21UF,35.23718
21UFHD,21UF,71.63882
21UGGD,21UG,84.85226
21UGGE,21UG,91.63026
21UGGF,21UG,16.97075
21UGGG,21UG,20.2051
21UGGH,21UG,93.30691
21UGGJ,21UG,93.839
21UGGK,21UG,89.01455
21UGGL,21UG,92.92422
21UGGM,21UG,24.74712
21UGGN,21UG,89.55032
21UGGP,21UG,56.54677
21UGGQ,21UG,92.29076
21UGGR,21UG,71.1462
21UGGS,21UG,18.85748
21UGGT,21UG,78.88827
21UGGU,21UG,70.46304
21UGGW,21UG,28.77549
21UGGX,21UG,92.28423
21UGGY,21UG,83.93898
21UGGZ,21UG,91.02367
21UHGM,21UH,94.18921
21UHGN,21UH,90.21773
21UHGP,21UH,94.60329
21UHGQ,21UH,90.89526
21UHGR,21UH,57.81312
21UHGS,21UH,59.18643
21UHGT,21UH,52.92302
21UHGU,21UH,70.68192
21UHGW,21UH,62.56161
21UHGX,21UH,91.46646
21UHGY,21UH,91.46836
21UHGZ,21UH,87.95081
21UHHA,21UH,92.60922
21UHHB,21UH,92.72543
21UHHC,21UH,76.88564
21UHHD,21UH,92.33611
21UHHE,21UH,59.69384
21UHHF,21UH,94.71905
21UHHG,21UH,93.71197
21UHHH,21UH,80.19767
21UHHJ,21UH,91.54257
21UHHK,21UH,94.4351
21UHHL,21UH,88.10107
21UHHM,21UH,92.007
21UHHN,21UH,93.85924
21UHHP,21UH,88.19408
21UHHQ,21UH,76.51885
21UHHR,21UH,58.40241
21UHHS,21UH,90.96045
21UHHT,21UH,39.24785
21UHHU,21UH,55.1303
21UHHW,21UH,64.29327
21UHHX,21UH,70.90125
21UHHY,21UH,92.09594
21UHHZ,21UH,80.49722
22C01,22C0,74.84962
22C02,22C0,68.80415
22C03,22C0,16.91077
22C04,22C0,40.5838
22C05,22C0,89.53394
22C06,22C0,47.00842
22C07,22C0,91.44714
22C08,22C0,22.61113
22C09,22C0,24.98326
22C10,22C1,29.82642
22C11,22C1,59.40419
22C12,22C1,87.24358
22C13,22C1,89.17587
22C14,22C1,41.0656
22C15,22C1,37.33603
22C16,22C1,91.25529
22C17,22C1,93.40308
22C18,22C1,91.82074
22C19,22C1,91.14162
22C20,22C2,34.54777
22C21,22C2,20.95948
22C22,22C2,40.88049
22C23,22C2,86.41044
22C24,22C2,87.40404
22C25,22C2,86.94536
22C26,22C2,86.08942
22C27,22C2,86.40015
22C28,22C2,27.96891
22C29,22C2,93.88498
22C30,22C3,94.67737
22UBFQ,22UB,59.40055
22UBFR,22UB,58.16837
22UBFS,22UB,85.10302
22UBFT,22UB,84.44666
22UBFU,22UB,52.34705
22UBFW,22UB,61.53239
22UBFX,22UB,72.46119
22UBFY,22UB,30.40958
22UBFZ,22UB,59.56012
22UBGA,22UB,51.59922
22UBGB,22UB,78.57628
22UBGC,22UB,32.37729
22UBGD,22UB,24.09478
22UBGE,22UB,62.97343
22UBGF,22UB,49.19658
22UBGG,22UB,70.06309
22UCGL,22UC,94.85364
22UCGM,22UC,46.95097
22UCGN,22UC,87.92525
22UCGP,22UC,49.07574
22UCGQ,22UC,92.63103
22UCGR,22UC,31.81092
22UCGS,22UC,45.16858
22UCGT,22UC,43.24829
22UCGU,22UC,93.10162
22UCGW,22UC,92.85919
22UCGX,22UC,93.11886
22UCGY,22UC,93.27471
22UCGZ,22UC,73.02695
22UCHA,22UC,64.57554
22UCHB,22UC,34.5384
22UCHC,22UC,90.11543
22UCHD,22UC,93.51516
22UCHE,22UC,90.7543
22UCHF,22UC,95.0518
22UCHG,22UC,91.46014
22UCHH,22UC,95.13417
22UCHJ,22UC,94.64713
22UCHK,22UC,89.80226
22UCHL,22UC,92.99043
22UCHM,22UC,94.67632
22UCHN,22UC,43.96498
22UCHP,22UC,68.25967
22UCHQ,22UC,69.97056
22UCHR,22UC,75.04011
22UCHS,22UC,93.0034
22UDFT,22UD,45.88876
22UDFU,22UD,38.5233
22UDFW,22UD,43.58985
22UDFX,22UD,89.96223
22UDFY,22UD,88.52898
22UDFZ,22UD,58.80397
22UDGA,22UD,83.35724
22UDGB,22UD,45.49299
22UDGC,22UD,36.48019
22UDGD,22UD,90.0295
22UDGE,22UD,75.6132
22UDGF,22UD,75.75271
22UDGG,22UD,88.61559
22UDGH,22UD,92.2664
22UDGJ,22UD,88.33153
22UEFQ,22UE,28.16348
22UEFR,22UE,62.06776
22UEFS,22UE,17.51384
22UEFT,22UE,21.2816
22UEFU,22UE,42.32574
22UEFW,22UE,22.10788
22UEFX,22UE,63.20047
22UEFY,22UE,46.72992
22UEFZ,22UE,43.66875
22UEGA,22UE,36.00123
22UEGB,22UE,63.0527
22UEGC,22UE,53.09846
22UEGD,22UE,72.75771
22UEGE,22UE,69.43544
22UFGE,22UF,93.83401
22UFGF,22UF,93.24503
22UFGG,22UF,91.71913
22UFGH,22UF,70.1638
22UFGJ,22UF,95.07657
22UFGK,22UF,84.00723
22UFGL,22UF,69.32735
22UFGM,22UF,67.74522
22UFGN,22UF,41.74384
22UFGP,22UF,90.1599
22UFGQ,22UF,23.2271
22UFGR,22UF,30.00475
22UFGS,22UF,38.48358
22UFGT,22UF,40.07686
22UFGU,22UF,91.472
22UFGW,22UF,22.5153
22UFGX,22UF,88.69896
22UFGY,22UF,55.62047
22UFGZ,22UF,71.15276
22UFHA,22UF,58.49389
22UFHB,22UF,41.76123
22UFHC,22UF,20.98481
22UFHD,22UF,36.9354
22UFHE,22UF,86.84925
22UGGE,22UG,68.99049
22UGGF,22UG,90.41342
22UGGG,22UG,46.55431
22UGGH,22UG,41.63424
22UGGJ,22UG,94.16991
22UGGK,22UG,93.72436
22UGGL,22UG,87.52209
22UGGM,22UG,94.54745
22UGGN,22UG,95.0944
22UGGP,22UG,69.52157
22UGGQ,22UG,56.96131
22UGGR,22UG,64.24394
22UGGS,22UG,89.0011
22UGGT,22UG,71.98354
22UGGU,22UG,20.78443
22UGGW,22UG,29.9343
22UGGX,22UG,77.59153
22UGGY,22UG,21.57681
22UGGZ,22UG,30.31019
22UGHA,22UG,58.35314
22UGHB,22UG,61.13383
22UGHC,22UG,68.3309
22UGHD,22UG,78.73754
22UGHE,22UG,90.24503
22UGHF,22UG,67.2162
22UGHG,22UG,80.51073
22UGHH,22UG,61.90682
22UHGH,22UH,92.49135
22UHGJ,22UH,50.15302
22UHGK,22UH,56.6216
22UHGL,22UH,77.10448
22UHGM,22UH,82.61737
22UHGN,22UH,84.53752
22UHGP,22UH,77.83298
22UHGQ,22UH,85.05814
22UHGR,22UH,36.52922
22UHGS,22UH,95.06458
22UHGT,22UH,95.13375
22UHGU,22UH,90.76347
22UHGW,22UH,33.67506
22UHGX,22UH,68.92968
22UHGY,22UH,18.52369
22UHGZ,22UH,62.75511
22UHHA,22UH,40.53861
22UHHB,22UH,79.62174
22UHHC,22UH,21.7242
22UHHD,22UH,74.81237
22UHHE,22UH,90.59868
22UHHF,22UH,95.12868
22UHHG,22UH,77.5535
22UHHH,22UH,93.6762
22UHHJ,22UH,83.98998
22UHHK,22UH,85.36413
22UHHL,22UH,84.27462
22UHHM,22UH,90.93954
22UHHN,22UH,56.29678
22UHHP,22UH,87.39893
22UHHQ,22UH,55.63346
22UHHR,22UH,61.12101
22UJFS,22UJ,35.90672
22UJFT,22UJ,37.0694
22UJFU,22UJ,44.37981
22UJFW,22UJ,47.22661
22UJFX,22UJ,62.31962
22UJFY,22UJ,49.80465
22UJFZ,22UJ,55.01702
22UJGA,22UJ,74.52034
22UJGB,22UJ,33.19419
22UJGC,22UJ,65.94037
22UJGD,22UJ,48.68887
22UKFX,22UK,92.01929
22UKFY,22UK,88.79707
22UKFZ,22UK,63.10488
22UKGA,22UK,90.90472
22UKGB,22UK,43.45212
22UKGC,22UK,60.17257
22UKGD,22UK,42.74791
22UKGE,22UK,68.64365
22UKGF,22UK,66.33632
22UKGG,22UK,70.08059
22UKGH,22UK,84.37181
22UKGJ,22UK,93.397
22UKGK,22UK,90.33772
22UKGL,22UK,83.59941
22UKGM,22UK,70.33463
22UKGN,22UK,86.77994
22UKGP,22UK,91.93633
22ULGA,22UL,89.78619
22ULGB,22UL,86.30677
22ULGC,22UL,89.45377
22ULGD,22UL,82.68626
22ULGE,22UL,32.18184
22ULGF,22UL,52.94238
22ULGG,22UL,53.81882
22ULGH,22UL,71.5323
22ULGJ,22UL,22.44983
22ULGK,22UL,75.05802
22ULGL,22UL,82.99506
22ULGM,22UL,73.89899
22ULGN,22UL,56.41916
22ULGP,22UL,16.79391
22ULGQ,22UL,80.36382
22ULGR,22UL,40.26495
22ULGS,22UL,66.19693
22ULGT,22UL,59.60147
22ULGU,22UL,45.79564
22UNGK,22UN,84.72875
22UNGL,22UN,15.11192
22UNGM,22UN,93.464
22UNGN,22UN,87.33611
22UNGP,22UN,80.23258
22UNGQ,22UN,95.00369
22UNGR,22UN,67.9883
22UNGS,22UN,81.26138
22UNGT,22UN,37.15765
22UNGU,22UN,66.26424
22UNGW,22UN,93.56992
22UNGX,22UN,94.96648
22UNGY,22UN,29.2302
22UNGZ,22UN,26.18863
22UNHA,22UN,34.16715
22UNHB,22UN,61.65381
22UNHC,22UN,36.46662
22UNHD,22UN,61.98314
22UNHE,22UN,86.0238
22UNHF,22UN,66.62118
22UNHG,22UN,89.06268
22UNHH,22UN,91.7875
22UNHJ,22UN,94.29022
22UNHK,22UN,17.39432
22UNHL,22UN,17.06529
22UNHM,22UN,90.58627
22UNHN,22UN,54.85262
22UNHP,22UN,27.01726
